Name,Location,Locality,City,Cuisine,Rating,Votes,Cost,popularity_score
Falafel Express,"Navrangpura, West Ahmedabad", West Ahmedabad,Ahmedabad,"Fast Food,  Italian,  Mediterranean",5.0,1,600,5.0
Sizzling Pizza,"Vastrapur, West Ahmedabad", West Ahmedabad,Ahmedabad,"Pizza,  Fast Food",4.3,24,500,19.968581616031315
Taco Bell,"Ahmedabad One Mall,Vastrapur, West Ahmedabad", West Ahmedabad,Ahmedabad,"Mexican,  American,  Fast Food",3.8,9,500,12.623326760571976
M.A.D by Tomato's,"Sumel Complex,Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Chinese,  Continental,  Asian,  Pizza",4.3,91,1200,28.051316411045153
Sankalp,"Dev Aurum,Prahlad Nagar, West Ahmedabad", West Ahmedabad,Ahmedabad,South Indian,4.2,220,500,32.70919074944401
Silver Dine,"Hotel Platinum Inn,Vasna, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Chinese,  Italian,  Continental,  South Indian,  Thai,  Mexican",4.4,103,900,29.48193475982081
D'tallii Egg,"Asia House,Navrangpura, West Ahmedabad", West Ahmedabad,Ahmedabad,"Fast Food,  Health Food,  Chinese",4.8,8,500,15.215640006923097
Rio Restaurant & Banquet,"Brahmkshtriya Society,Ellis Bridge, Central Ahmedabad", Central Ahmedabad,Ahmedabad,"North Indian,  Chinese,  Continental",4.4,25,600,20.68193475982081
The Red Bistro,"Armieda Building,Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Italian,  Mexican,  Fast Food",4.5,203,1400,34.525914038871726
Pabrai's Fresh And Naturelle,"Chinmay Crystal Tower,Vastrapur, West Ahmedabad", West Ahmedabad,Ahmedabad,"Desserts,  Ice Cream,  Shakes",5.0,1,400,5.0
Coriander Restaurant,"Cosmopolitan Hotel,Navrangpura, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Chinese,  Continental,  South Indian",5.0,1,1200,5.0
Caffix - The Tech Cafe,"Advait Mall,Vastrapur, West Ahmedabad", West Ahmedabad,Ahmedabad,"Multi-Cuisine,  Italian,  Chinese,  Continental,  Thai,  Mexican",4.2,24,900,19.50419599705384
Cafe Upper Crust,"Shubham Complex,Vastrapur, West Ahmedabad", West Ahmedabad,Ahmedabad,"Italian,  European,  Multi-Cuisine,  Chinese,  Continental",4.7,31,1000,23.5
Blue Coriander,"Navrangpura, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Continental,  Chinese",3.3,21,800,14.71612434150308
Gwalia Sweets,"Navrangpura, West Ahmedabad", West Ahmedabad,Ahmedabad,"Mithai,  Street Food,  Chaat",5.0,1,500,5.0
Sugarless Life,"Dynamic House,Navrangpura, West Ahmedabad", West Ahmedabad,Ahmedabad,"Italian,  Desserts,  Bakery and Confectionary",4.0,14,500,15.627562382434075
Vadilal Scoop Shop,"Paldi, Central Ahmedabad", Central Ahmedabad,Ahmedabad,"Ice Cream,  Desserts",5.0,1,300,5.0
Govinda's,"Satellite, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Chinese,  Continental,  Italian,  Fast Food",4.1,55,1200,23.810155180436173
Bhog,"Vastrapur, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Continental,  Fast Food",5.0,2,800,7.92481250360578
R.K. Egg Eatery,"Himalaya Arcade,Vastrapur, West Ahmedabad", West Ahmedabad,Ahmedabad,"Fast Food,  Street Food",3.7,18,300,15.717331799741267
Saffron,"Sankalp Square Building,Gurukul, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Barbecue",3.8,58,800,22.354043587574996
The Shake Maker,"Galaxy Bazar,Vastrapur, West Ahmedabad", West Ahmedabad,Ahmedabad,"Desserts,  Shakes,  Fast Food",5.0,2,400,7.92481250360578
The Chocolate Room,"Shree Vardhman Complex,Paldi, Central Ahmedabad", Central Ahmedabad,Ahmedabad,"Desserts,  Coffee,  Ice Cream,  Fast Food,  Shakes",4.0,36,500,20.8378134625158
Pizza Tune,"Jyoti Plaza,Satellite, West Ahmedabad", West Ahmedabad,Ahmedabad,"Pizza,  Italian,  Fast Food",3.2,5,400,8.2718800023077
Fresh Roast,"Manimansion Hotel,Paldi, Central Ahmedabad", Central Ahmedabad,Ahmedabad,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Gujarati",4.3,118,800,29.647716382224157
Kabhi B,"Ratnadeep Complex,Satellite, West Ahmedabad", West Ahmedabad,Ahmedabad,"Desserts,  Bakery and Confectionary,  Fast Food",5.0,1,200,5.0
Gardenia,"Fortune Park,Ellis Bridge, Central Ahmedabad", Central Ahmedabad,Ahmedabad,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  Seafood",4.3,23,2000,19.71533875310097
Gloria Restaurant,"Regency Plaza,Satellite, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Chinese,  Continental,  Italian,  Mexican",4.5,112,700,30.690805330868344
Mirch Masala,"Sachet 4,Prahlad Nagar, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Mughlai",4.3,80,1400,27.261355012403882
Kabhi B,"Sukh Shanti Complex,Paldi, Central Ahmedabad", Central Ahmedabad,Ahmedabad,"Desserts,  Bakery and Confectionary,  Fast Food",4.4,2,200,6.973835003173087
Hocco Eatery,"Navrangpura, West Ahmedabad", West Ahmedabad,Ahmedabad,"Desserts,  Ice Cream,  Fast Food,  Shakes",3.1,3,500,6.2
Pizza Zone,"Paldi, Central Ahmedabad", Central Ahmedabad,Ahmedabad,"Pizza,  Italian,  Fast Food",4.0,17,500,16.67970000576925
24 Carat Cafe,"Inder Residency,Ellis Bridge, Central Ahmedabad", Central Ahmedabad,Ahmedabad,"Fast Food,  North Indian",4.0,15,600,16.0
Mr and Mrs Somani,"The Grand Bhagwati Hotel,Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Chinese,  Continental",4.3,221,1500,33.515988225305456
Angithi By Mirch Masala,"Sumel Complex,Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,North Indian,4.8,18,1100,20.390052064529208
Puffizza,"Kairos,Gurukul, West Ahmedabad", West Ahmedabad,Ahmedabad,"Pizza,  Italian",4.1,63,700,24.599999999999998
The Chocolate Room,"Vraj Complex,Satellite, West Ahmedabad", West Ahmedabad,Ahmedabad,"Desserts,  Coffee,  Ice Cream,  Fast Food,  Shakes",3.5,21,500,15.608010665230541
Sankalp,"Gokul Complex,Gurukul, West Ahmedabad", West Ahmedabad,Ahmedabad,South Indian,4.3,26,500,20.446016259302912
The Eatery,"Four Points by Sheraton,Ellis Bridge, Central Ahmedabad", Central Ahmedabad,Ahmedabad,"Asian,  Multi-Cuisine,  North Indian,  Continental,  South Indian,  American",3.9,61,2000,23.221365610508812
Huber And Holly,"Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"Desserts,  Ice Cream,  Fast Food",4.5,80,700,28.52932501298081
Hot Pot,"Epsilon The Hotel,Ellis Bridge, Central Ahmedabad", Central Ahmedabad,Ahmedabad,"North Indian,  Chinese,  Continental",4.0,8,800,12.679700005769249
FoodInn Fine Dine,"Ashram Road, Central Ahmedabad", Central Ahmedabad,Ahmedabad,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  Seafood,  Mughlai",4.1,40,1000,21.965963218934142
Greenvita,"Kala Siddhi Appartments,Satellite, West Ahmedabad", West Ahmedabad,Ahmedabad,"Juice,  Shakes",4.8,7,400,14.399999999999999
Khana Khazana,"Hotel Inder Residency,Ellis Bridge, Central Ahmedabad", Central Ahmedabad,Ahmedabad,"North Indian,  Italian,  Continental,  Asian",3.6,26,1200,17.117595007788488
William John's Pizza,"Super Plaza,Vastrapur, West Ahmedabad", West Ahmedabad,Ahmedabad,"Pizza,  Italian",3.5,28,500,17.002933482946503
Hocco Eatery,"Stadium Complex,Navrangpura, West Ahmedabad", West Ahmedabad,Ahmedabad,"Desserts,  Ice Cream,  Fast Food,  Shakes",3.7,3,500,7.4
429 Restaurant,"Ellis Bridge, Central Ahmedabad", Central Ahmedabad,Ahmedabad,"Multi-Cuisine,  North Indian,  Chinese,  Mexican,  Fast Food",5.0,3,800,10.0
Alpine Restaurant & Banquet,"Rangoli Complex,Ellis Bridge, Central Ahmedabad", Central Ahmedabad,Ahmedabad,"North Indian,  Chinese",4.3,163,800,31.637473619857758
Kunal Restaurant,"Ashram Road, Central Ahmedabad", Central Ahmedabad,Ahmedabad,"North Indian,  Chinese,  Continental",4.2,26,700,19.97052750908657
Vadilal- Hangout,"Naranpura, North Ahmedabad", North Ahmedabad,Ahmedabad,"Desserts,  Ice Cream,  Fast Food",3.3,10,250,11.41612434150308
Autograph,"Armoise Hotel,Navrangpura, West Ahmedabad", West Ahmedabad,Ahmedabad,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental,  Mexican",4.3,59,1000,25.39962956111663
Marky Momos,"Neelkanth Palace,Prahlad Nagar, West Ahmedabad", West Ahmedabad,Ahmedabad,"Chinese,  Fast Food",4.2,24,900,19.50419599705384
Cinnamon,"Hotel Suba Star,Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Oriental ,  Continental",3.7,15,800,14.8
Kabir Restaurant,"JB Tower,Drive in Road, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Chinese,  Continental,  Fast Food",4.5,77,800,28.284309984880117
Recess Cafe,"Armoise Hotel,Navrangpura, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Fast Food,  Italian,  Shakes",4.2,3,700,8.4
Neel Kamal Snacks And Coffee Bar,"Gurukul, West Ahmedabad", West Ahmedabad,Ahmedabad,"Street Food,  Fast Food,  Gujarati",4.6,11,600,16.490827503317316
The Chocolate Room,"Shree Krishna Center,Navrangpura, West Ahmedabad", West Ahmedabad,Ahmedabad,"Desserts,  Coffee,  Ice Cream,  Fast Food,  Shakes",3.5,2,500,5.547368752524046
Gormoh,"Rudra Square Complex,Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Oriental ",4.3,76,1200,26.947182124988075
Kabhi B,"Twinkle Complex,Satellite, West Ahmedabad", West Ahmedabad,Ahmedabad,"Desserts,  Bakery and Confectionary,  Fast Food",3.1,4,200,7.197977094150823
Mirch Masala,"Sumel Complex,Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Mughlai",4.4,88,1400,28.493227096252152
Pizza Tune,"Neelkanth Palace,Prahlad Nagar, West Ahmedabad", West Ahmedabad,Ahmedabad,"Pizza,  Italian,  Fast Food",3.4,14,400,13.283428025068963
Cafe Piano,"The Grand Bhagwati Hotel,Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Continental,  Oriental ,  Fast Food",4.4,253,1000,35.15021262179753
Parosa,"Silver Radiance,Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Chinese,  Continental,  Italian",4.2,274,800,34.03380879533049
Java+,"Courtyard Marriott,Satellite, West Ahmedabad", West Ahmedabad,Ahmedabad,"Continental,  Fast Food",4.3,52,1000,24.630057954621755
Riviera Restaurant,"Ashram Road, Central Ahmedabad", Central Ahmedabad,Ahmedabad,"North Indian,  Chinese,  Continental",4.3,42,900,23.33293844521902
Curries,"Rudra Path Building,S G Highway, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Chinese,  Continental",4.5,145,1500,32.35421051496008
Sizzante,"Shilp Aaron Complex,Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"Multi-Cuisine,  Italian,  Continental,  Seafood,  Oriental ,  Sizzlers",4.4,243,1000,34.8952442852767
The Bent Spoon,"3 by OYO - Nami Residency,Ellis Bridge, Central Ahmedabad", Central Ahmedabad,Ahmedabad,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  Thai,  Gujarati,  Finger Food",3.2,16,800,13.079881092001086
Sankalp,"Embassy Market,Navrangpura, West Ahmedabad", West Ahmedabad,Ahmedabad,South Indian,4.3,20,500,18.88696491794867
VarieTea,"Aashna Building,Prahlad Nagar, West Ahmedabad", West Ahmedabad,Ahmedabad,"Coffee,  Tea,  Italian,  Continental,  Fast Food",4.3,124,800,29.952872424046973
Tinello,"Hyatt Regency,Usmanpura, Central Ahmedabad", Central Ahmedabad,Ahmedabad,"Italian,  Asian,  Indian Cuisine",4.4,24,2300,20.43296723500879
Shree Marutinandan,"Dev Aurum,Prahlad Nagar, West Ahmedabad", West Ahmedabad,Ahmedabad,"Multi-Cuisine,  North Indian,  Chinese,  Gujarati",4.0,59,700,23.627562382434075
The Grand Thakar,"Dev Arc Complex,Satellite, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Gujarati,  Chinese",4.5,39,800,23.94867642699313
Kabhi B,"Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"Desserts,  Bakery and Confectionary,  Fast Food",5.0,2,500,7.92481250360578
Sankalp,"Sankalp House,Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,South Indian,4.2,47,500,23.456842503028856
Vadilal- Hangout,"Kala Siddhi Appartments,Satellite, West Ahmedabad", West Ahmedabad,Ahmedabad,"Desserts,  Ice Cream,  Fast Food",3.8,3,250,7.6
Saffron,"Silver Radiance,Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,North Indian,3.9,22,800,17.64189162862235
Legends Of Punjab,"Silver Radiance,Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,North Indian,4.5,5,1000,11.632331253245201
Kabhi B,"Shilp Corner,Memnagar, West Ahmedabad", West Ahmedabad,Ahmedabad,"Desserts,  Bakery and Confectionary,  Fast Food",5.0,1,200,5.0
MoMo Cafe,"Courtyard Marriott,Satellite, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Multi-Cuisine,  Continental,  American",4.1,65,2000,24.782015889369656
Nini's Kitchen,"Venus Atlantis Business Park,Prahlad Nagar, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Italian,  Continental,  Lebanese,  Shakes",4.4,71,1400,27.147670006346175
1944 Restaurant by Havmor,"Shilp Aaron Complex,Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Continental,  Italian,  Mexican,  World Cuisine,  Desserts",4.6,64,800,27.702891939930886
Brick Kitchen,"Five Petals Hotel and Banquets,Ghatlodia, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Chinese,  Continental,  Italian,  Thai,  Mexican,  Oriental ",4.5,499,900,40.346029280979394
Upsouth,"Drive in Road, West Ahmedabad", West Ahmedabad,Ahmedabad,South Indian,3.3,38,500,17.44182732224542
Coffee Culture,"Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"Multi-Cuisine,  North Indian,  Italian,  Desserts,  Fast Food",4.3,224,900,33.599259122233256
Highland Park The Restaurant,"Vrundavan Complex,Memnagar, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Chinese,  Continental",4.4,14,600,17.190318620677484
Sam's Pizza,"Maple Trade Center,Thaltej, West Ahmedabad", West Ahmedabad,Ahmedabad,"Pizza,  Italian,  Fast Food",4.0,23,600,18.339850002884624
Stuff's Food,"Rivera Arcade,Prahlad Nagar, West Ahmedabad", West Ahmedabad,Ahmedabad,North Indian,5.0,7,600,15.0
Leaf Restaurant,"Riverview Hotel,Ashram Road, Central Ahmedabad", Central Ahmedabad,Ahmedabad,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  Fast Food",3.4,20,1300,14.933879237447785
Cafe Soul Square,"Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"Multi-Cuisine,  Italian,  Chinese,  Continental,  Mexican,  Coffee",4.5,15,800,18.0
Bikanervala,"Dev Aurum,Prahlad Nagar, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Street Food,  Chinese,  Fast Food",4.1,64,700,24.69170803341666
Hugs with Mugs,"Thaltej, West Ahmedabad", West Ahmedabad,Ahmedabad,"Fast Food,  Pizza,  Italian,  Chinese",5.0,1,600,5.0
Zodiac,"Fortune Landmark Hotel,Ashram Road, Central Ahmedabad", Central Ahmedabad,Ahmedabad,"North Indian,  Continental,  Mughlai",4.6,15,1900,18.4
Silver Leaf,"Cama Hotel,Khanpur, Central Ahmedabad", Central Ahmedabad,Ahmedabad,"Multi-Cuisine,  North Indian,  Continental,  Mexican,  European,  Oriental ",4.0,29,1200,19.627562382434075
No Great Shakes,"Rivera Arcade,Prahlad Nagar, West Ahmedabad", West Ahmedabad,Ahmedabad,"Shakes,  Ice Cream,  Fast Food",4.3,38,500,22.72722954110767
Vishalla,"Vasna, West Ahmedabad", West Ahmedabad,Ahmedabad,Gujarati,4.5,46,1200,24.99564983254937
The Shake Maker,"Paldi, Central Ahmedabad", Central Ahmedabad,Ahmedabad,"Desserts,  Shakes,  Fast Food",2.3,3,400,4.6
Shree Annapurna Corner,"Maninagar, East Ahmedabad", East Ahmedabad,Ahmedabad,"North Indian,  Chinese,  Street Food,  Fast Food",4.5,97,500,29.76619429851844
The Chocolate Room,"Satellite, West Ahmedabad", West Ahmedabad,Ahmedabad,"Desserts,  Coffee,  Ice Cream,  Fast Food,  Shakes",4.7,4,500,10.913062045970603
The Pancake Story,"Akshat Complex,Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"Desserts,  Coffee,  Shakes,  Waffle",4.2,72,500,25.997263147296074
Fozzie’s Pizzaiolo . Café and Deli,"Maruti Crystal,Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"Italian,  Fast Food,  Pizza",4.4,173,1000,32.74895138173441
Sam's Pizza,"Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"Pizza,  Italian,  Desserts",5.0,1,600,5.0
Tephra Lounge Restaurant & Cafe,"Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Mexican",4.0,78,600,25.215122992708412
Coffee Culture,"Maple Trade Center,Thaltej, West Ahmedabad", West Ahmedabad,Ahmedabad,"Desserts,  Italian,  Chinese,  Thai,  Mexican",4.4,79,300,27.8164836175044
Sante Spa Cuisine,"Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,Health Food,4.7,9,900,15.613062045970603
SN Blu,"Shailly Complex,Thaltej, West Ahmedabad", West Ahmedabad,Ahmedabad,"Multi-Cuisine,  Italian,  Continental,  Mexican,  Indian Cuisine",4.3,8,1000,13.630677506201941
Punjabiyat,"Time Square 2,Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,North Indian,4.5,32,1300,22.69977353711304
Agashiye,"The House Of Mg Hotel,Lal Darwaja, Central Ahmedabad", Central Ahmedabad,Ahmedabad,Gujarati,4.3,80,1900,27.261355012403882
Wok On Fire,"Alpha Megacon House,Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"Asian,  Chinese,  Thai",4.1,13,700,15.610155180436175
Havmor Restaurant,"Shivalik Arcade,Prahlad Nagar, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Chinese,  Continental,  World Cuisine",4.6,28,800,22.34671257758683
Dheemi Aanch,"Galaxy Tower,Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Seafood,  Mughlai,  Continental",4.3,54,600,24.859846768156036
Dakshini 24,"Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"South Indian,  Juice",4.4,53,600,25.321505009519264
Wind & Water,"Fortune Landmark Hotel,Ashram Road, Central Ahmedabad", Central Ahmedabad,Ahmedabad,Continental,4.5,30,1500,22.293883396740938
Kovallam,"Privilon,Bopal, West Ahmedabad", West Ahmedabad,Ahmedabad,South Indian,4.3,13,700,16.371626164847697
Shree Marutinandan,"Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"Multi-Cuisine,  North Indian,  Chinese,  Gujarati",4.2,29,700,20.60894050155578
The Shaka Cafe,"Pushpak Complex,Prahlad Nagar, West Ahmedabad", West Ahmedabad,Ahmedabad,"Chinese,  Continental,  Italian,  Japanese,  Asian",4.5,73,700,27.942540145330277
Vadilal- Hangout,"Paldi, Central Ahmedabad", Central Ahmedabad,Ahmedabad,"Desserts,  Ice Cream,  Fast Food",3.3,4,250,7.662362713128295
Wave,"Double Tree by Hilton Ahmedabad,Bopal, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Chinese,  Continental",4.4,108,2000,29.78001102901848
The Chocolate Room,"Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"Desserts,  Coffee,  Ice Cream,  Fast Food,  Shakes",5.0,1,500,5.0
The Square,"Novotel Ahmedabad,Satellite, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Continental,  Asian",4.0,45,1500,22.094247824228052
Earthen Oven,"Fortune Landmark Hotel,Ashram Road, Central Ahmedabad", Central Ahmedabad,Ahmedabad,"North Indian,  Mughlai",4.4,34,1700,22.568845274557855
Shree Marutinandan,"Naranpura, North Ahmedabad", North Ahmedabad,Ahmedabad,"Multi-Cuisine,  North Indian,  Chinese,  Gujarati",4.3,45,700,23.751316411045156
Stuff's Food,"Naranpura, North Ahmedabad", North Ahmedabad,Ahmedabad,North Indian,4.0,3,600,8.0
FoodInn Restaurant,"Lal Darwaja, Central Ahmedabad", Central Ahmedabad,Ahmedabad,"North Indian,  Chinese,  Seafood,  Biryani",4.1,71,800,25.296692505913477
Terra,"Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"Mexican,  Continental,  Mediterranean",4.5,43,1200,24.567442283867837
Gwalia Baklawa,"Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"Continental,  Mithai,  Bakery and Confectionary",5.0,1,500,5.0
Masty Foods,"S G Highway, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Chinese,  Seafood,  Mughlai,  Barbecue,  Biryani",4.0,8,500,12.679700005769249
The Green House,"The House Of Mg Hotel,Lal Darwaja, Central Ahmedabad", Central Ahmedabad,Ahmedabad,"North Indian,  South Indian,  Continental,  Gujarati",4.4,48,1200,24.704723314106918
The Cafe Baraco,"Time Square 2,Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"Italian,  Chinese,  Continental,  Mexican,  Fast Food,  Pizza,  Shakes",4.1,47,600,22.89834625295674
Radhika's Authentic South Indian Food,"Camps Corner 2,Prahlad Nagar, West Ahmedabad", West Ahmedabad,Ahmedabad,South Indian,4.4,95,500,28.97383500317309
Gwalia Sweets,"Venus Atlantis Business Park,Prahlad Nagar, West Ahmedabad", West Ahmedabad,Ahmedabad,"Mithai,  North Indian,  Chinese,  Street Food",3.6,5,500,9.305865002596162
The Shake Maker,"Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"Desserts,  Shakes,  Fast Food",5.0,2,400,7.92481250360578
Cafe De Italiano,"Arista Business Hub,Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"Italian,  Desserts,  Fast Food,  Pizza",4.3,143,1000,30.83067750620194
Essence,"Crowne Plaza,Satellite, West Ahmedabad", West Ahmedabad,Ahmedabad,"Continental,  North Indian",4.4,128,2200,30.84939992386232
Shree Mahendra Thaal,"Binori Ambit Building,Thaltej, West Ahmedabad", West Ahmedabad,Ahmedabad,"Gujarati,  Desserts,  Mithai",4.4,142,900,31.503433881824915
Cafe Upper Crust,"Rivera Arcade,Prahlad Nagar, West Ahmedabad", West Ahmedabad,Ahmedabad,"Italian,  European,  Multi-Cuisine,  North Indian,  Chinese,  Continental",4.2,11,1000,15.056842503028856
